#HGNC ID	HGNC symbol
7916	NPM1P14
8926	PHKA2
23639	TTC37
23675	ACER2
7641	NAPA
39359	HMGN1P15
39456	MIPEPP1
8968	PIGR
13973	POM121L2
10353	RPL4
12104	TRAV11
14264	GAR1
43530	MIR5694
12150	TRAV8-5
47836	RNU6-873P
39063	AK3P4
9040	PLA2G7
46905	RNU6ATAC6P
12111	TRAV15
38659	CBX5P1
48841	ABCF2P1
28383	HORMAD2
2160	CNR2
10816	SCG5
13917	DDX39B
35135	CCT5P1
47431	RNU6-468P
18779	ZNF391
33718	C20orf201
17914	SMCR2
20006	COX7A2P1
18463	H1FOO
19086	HDAC11
3430	ERBB2
40496	RAI1-AS1
23158	PNRC2
47392	RNU6-429P
17918	SMCR5
47642	RNU6-679P
13374	MS4A5
32791	MIR33B
4530	NPBWR2
15448	GOLIM4
4241	GFPT1
19321	NKX6-2
25771	QTRTD1
37133	A1BG-AS1
10976	SLC24A2
26401	MARVELD2
18608	LRRK1
10998	SLC27A4
14304	UNC45B
35411	PLEKHM1P
12126	TRAV28
48542	RNU2-49P
37171	CT49
12975	ZNF184
16060	TRUB1
42526	RNU5E-7P
801	ATP1A3
43373	RNA5SP473
41786	MIR4754
6596	LIF
10450	RRH
7622	MYT1
20399	TVP23B
30635	SOX30
14966	PXDN
8890	PGC
6843	MAP2K3
32684	MYCNUN
6067	INHBB
48300	RNU6-1337P
7315	MS4A1
29471	LAYN
46709	RN7SL693P
24692	FCAMR
46541	RN7SL525P
37248	SRRM5
8506	OSM
46425	RN7SL409P
26152	ESRP2
45649	RNU7-115P
30859	SNRNP200
46420	RN7SL404P
7212	KIF20B
26355	TTC23L
13927	C6orf15
4748	HIST1H2BL
37031	RPL7AP65
16911	MYCNOS
36429	RPL21P121
47607	RNU6-644P
25923	LINC01101
39394	HMGN2P27
28421	CENPBD1P1
12765	FOXN1
20804	ZNF428
17271	RRAS2
35239	COX6A1P2
17202	PSORS1C1
32409	TBC1D3P4
30320	ARHGAP22
8986	PIM1
3037	DSC3
30825	CADM4
45169	ACTA2-AS1
8104	OCLN
44989	LINC00842
7136	MLLT3
32984	SNORD113-5
34423	GATSL3
2021	CLCN3
44990	HNRNPA1P33
32985	SNORD113-6
41890	MIR4679-2
41612	MIR4679-1
11914	TNFRSF18
6066	INHBA
12130	TRAV31
32986	SNORD113-7
12131	TRAV32
32987	SNORD113-8
12132	TRAV33
9346	PRDM1
11476	SURF4
13370	MS4A12
25294	ZNF541
12136	TRAV37
24066	CCL4L2
38269	MIR3127
634	AQP2
18514	SPG20
35726	RPS23P5
35794	RPS29P24
42899	RNA5SP101
43212	RNA5SP312
11131	SNAP23
12565	UNC119
28433	SPNS3
35649	RPS29P25
26276	CAMKMT
14134	TPSG1
4318	GLI2
23650	BMS1P2
30073	POLA2
28667	C1orf116
36490	RPS29P26
24783	LRIT3
29063	ATRNL1
30091	PRAM1
47401	RNU6-438P
46120	RN7SL104P
20111	C14orf64
28378	URM1
30802	PNPLA2
43981	TRIM43CP
38725	TSPY24P
16674	MS4A13
22128	NPSR1-AS1
38440	ZNF736P6Y
25783	NAA25
35150	CCT6P2
30605	SEPSECS
1535	RUNX1T1
9053	PLAUR
14120	TPSB2
15882	PCMTD2
23447	NUTM2D
11918	TNFRSF4
46118	RN7SL102P
25035	YOD1
10398	RPS17P2
20709	SLTM
41572	MIR4734
2001	GREM1
12643	VAMP2
25247	TTC40
2739	DHX16
12209	TRBV28
48932	SLC16A6P1
41722	MIR4726
3196	EEF1A1P13
43340	RNA5SP440
47829	RNU6-866P
25566	SETD5
36988	RPL7P31
12210	TRBV29-1
1802	CDSN
39979	MEF2BNB-MEF2B
16713	SRSF10
13242	HHATL
3960	FSCN2
1985	CIT
9107	PLXND1
35121	C5orf52
9475	PRSS1
26491	AMZ2P1
43831	NCAPD2P1
39933	SPG20OS
38730	MTND6P1
3229	EGF
11115	KDM5D
17031	GRK7
38729	MTCYBP1
43138	RNA5SP238
46148	RN7SL132P
32988	SNORD113-9
19662	GSTA5
38940	MIR3666
35330	MIR548N
28158	MFSD9
26053	THG1L
22305	DPY19L2P1
638	AQP5
18994	BRSK1
20630	ZNF414
6004	IL20RB
21186	ATAT1
21238	TMEM217
9483	PRSS2
42006	RAC1P6
9235	PPARD
3413	EPM2A
3768	FMN1
20885	AGPAT4
24188	SDF4
15736	HID1
1577	CCNA1
26375	C14orf177
23723	CERCAM
24882	GOLPH3L
806	ATP1B3
3604	FBN2
24818	FOXJ2
17199	PSORS1C2
12019	TPSAB1
4332	GLTSCR1
12156	TRBC1
16263	CDC42EP2
29413	PPP1R18
12168	TRBJ2-1
639	AQP6
12169	TRBJ2-2
42368	RBBP4P1
12170	TRBJ2-2P
12171	TRBJ2-3
12172	TRBJ2-4
6950	MCM7
148	ACTG1P3
28703	EFCAB4A
12173	TRBJ2-5
7202	PSMD7P1
44314	SDCBP2-AS1
12174	TRBJ2-6
8873	PFKFB2
12175	TRBJ2-7
41651	MIR4637
28835	IRGC
12157	TRBC2
31653	TEX36
32989	SNORD114-1
32990	SNORD114-2
6059	IDO1
32991	SNORD114-3
13780	GFM1
32992	SNORD114-4
12214	TRBV30
32993	SNORD114-5
25933	MICALCL
32994	SNORD114-6
15209	OR52B4
17198	CHSY1
9964	DPF2
39033	UQCRBP3
29529	TBL1XR1
19307	SDK1
4725	HIST1H2AI
28128	TMEM107
36280	RPL30P13
23609	TBC1D10A
42378	HNRNPKP5
8004	NRP1
32995	SNORD114-7
32997	SNORD114-9
47880	RNU6-917P
32998	SNORD114-10
4917	HIRIP3
17163	PLA2G15
7643	NARS
8550	PA2G4
47676	RNU6-713P
49209	SIRPB3P
32999	SNORD114-11
589	ATG5
5805	IGKV2OR2-1
11193	SOX14
15522	KCNIP2
13869	LOXL3
13930	CCHCR1
46577	RN7SL561P
1161	CEP55
3396	EPHB6
26051	C4orf27
5808	IGKV2OR2-2
44535	UBE2FP1
4319	GLI3
33000	SNORD114-12
43260	RNA5SP360
8003	NRM
42118	MTND2P17
42073	MTND1P24
1319	C3AR1
14118	TPSD1
21680	SIK2
42165	SEPHS2P1
33792	SERTM1
25763	SMG9
22946	GALNT14
5769	IGKV1OR2-3
3243	EHD2
2039	CLDN18
3036	DSC2
21623	GCNT6
9988	RFXAP
29891	TCEA1P2
49429	YWHAEP2
41709	MIR4727
36974	RPL35AP15
32611	SNORA21
43029	RNA5SP129
36929	RPS20P35
34169	RNU7-73P
43758	FTO-IT1
16336	RPL7P2
45892	RN7SKP168
48943	LINC00992
13380	MS4A8
44353	LINC00672
17804	PIPOX
13222	BCL11B
12456	ZRSR1
39046	ZFYVE9P2
23377	FOCAD
26391	TMEM182
33558	SNORD119
21444	UPK3B
35364	MIR1292
32775	SNORD110
8607	PARK2
6774	SMAD9
32644	SNORA51
32745	SNORD86
4775	HIST1H3H
10206	SNORD56
39785	PSMC1P10
10207	SNORD57
19973	RHPN1
18215	PI4K2B
43815	LRRC37A11P
30396	VIMP
16595	RPL19P1
37078	CRNDE
3498	MECOM
33001	SNORD114-13
46571	RN7SL555P
4727	HIST1H2AJ
33002	SNORD114-14
44111	UBOX5-AS1
46329	RN7SL313P
33003	SNORD114-15
39796	MARK2P5
5768	IGKV1OR2-11
33004	SNORD114-16
2210	COL5A2
38728	MTND1P1
37620	RRN3P3
46855	RN7SL839P
39486	RPL7L1P4
47982	RNU6-1019P
32387	ARL17B
21699	CERKL
16581	UBE2V1P1
38727	MTND2P3
18334	TIGD3
5806	IGKV2OR2-10
4750	HIST1H2BM
37636	MS4A18
16576	SF3A3P1
38409	TRIM60P3Y
3044	DSCR3
6995	MEF2B
48178	RNU6-1215P
11645	MLX
31491	MIR103A2
4785	HIST1H4J
48847	NDUFA5P5
4000	FTLP3
38410	ZNF736P10Y
13830	CNTNAP2
13112	ZBTB25
12485	UBE2I
3507	EVX2
48857	NARG2P2
44186	SMG1P1
26404	NADK2
5810	IGKV2OR2-7
16539	RPL21P2
46857	RN7SL841P
14652	PARVA
28573	MS4A15
36336	RPL31P56
4784	HIST1H4K
38724	LINC00279
26905	INO80E
38556	GAPDHP50
29527	HIGD1A
44539	RPL21P135
5770	IGKV1OR2-6
739	ASCL2
16563	RPS4XP2
26719	LRRC57
26197	C11orf80
10765	SF3A1
47675	RNU6-712P
18842	TTTY18
22917	ZCCHC4
20266	ALG5
20881	C6orf52
30860	LSM11
9458	PROSP
18843	TTTY19
27442	SLC25A45
19061	FFAR4
9303	PPP2R1B
49338	HSPE1P19
24539	NECAP1
6429	KRT17P2
17840	CHCHD5
46530	RN7SL514P
48928	CES1P2
5136	HOXD13
43374	RNA5SP474
33349	UBE2D3P1
30180	FAM216A
11312	TRIM21
5832	IGKV3OR2-5
41962	RNA5-8SP7
44315	LINC00658
37489	IGKV2OR2-7D
37840	S100A11P2
5135	HOXD12
1739	CDC45
2957	DNASE1L1
41746	MIR4757
6025	IL8
26848	SLC35G3
30795	TSPAN11
4749	HIST1H2BN
33661	MIR887
46026	RN7SL10P
23637	GLUD1P8
21163	MDC1
43078	RNA5SP178
13231	C11orf21
388	AKR1D1
28943	KRTCAP3
5811	IGKV2OR2-8
27154	LINC00654
18492	TTTY11
47212	RNU6-249P
1580	CCNB2
3706	ATP8B1
1328	C4BPB
34415	TMEM150B
4726	HIST1H2AK
15223	OR52K2
47451	RNU6-488P
3586	FANCE
22880	MAGED4B
47474	RNU6-511P
21703	C7orf25
5269	HSPE1
15222	OR52K1
23186	CLINT1
28286	SLFN5
39350	HMGN1P7
29611	CISD1P1
30151	PSMD10P2
48068	RNU6-1105P
15225	OR52M1
20315	ATG10
4809	HAO1
16550	RPS18P1
42369	RBBP4P2
5771	IGKV1OR2-9
32678	SNORD2
18546	CES1P1
23986	C11orf40
7102	MINPP1
32667	SNORA81
10106	SNORA63
29568	LHFPL4
48397	RNU1-55P
32587	SNORA4
9922	RBP4
19152	PACRG
45642	RNU7-108P
25245	HORMAD1
15221	OR52I2
43646	ARMC10P1
11064	SLC7A6
13095	ZNF32
15600	FBXO30
9804	RACGAP1
46514	RN7SL498P
16536	TARDBPP1
48668	LINC00954
27269	IDO2
15220	OR52I1
32447	WDR82P1
47944	RNU6-981P
47196	RNU6-233P
44542	NDUFAF4P3
10046	RNASE3
49477	CASC20
31610	MIR26A1
5134	HOXD11
24459	C5orf20
48566	LINC00879
44544	PPP2R2DP1
40648	ADIPOQ-AS1
1875	CFL2
36692	RPS20P14
10045	RNASE2
45002	DUSP8P4
34024	TIFAB
21161	TRIM68
46385	RN7SL369P
19780	RPL21P9
13368	MS4A10
23635	CTSLP7
4730	HIST1H2AL
41632	MIR4728
17035	EXOSC8
39868	KRT8P34
1630	CD151
49493	NACAP6
46563	RN7SL547P
30915	DCAF7
25237	TMX4
10672	CXCL12
11751	TFDP2
4628	GSTA3
1611	ACKR4
12093	TRAJ60
12087	TRAJ55
34038	FAM35DP
34130	RNU7-34P
4719	HIST1H1B
33854	CCDC157
45703	RNU7-169P
33005	SNORD114-17
10485	RYR3
25462	FRMD8
23145	MAFA
5133	HOXD10
4771	HIST1H3I
28359	CCDC86
8928	PHKBP1
46469	RN7SL453P
46229	RN7SL213P
44991	RHEBP2
6420	KRT16P1
8114	ODF2
36028	RPS18P6
41414	PLCB1-IT1
375	AKAP5
9917	RBMY2AP
46722	RN7SL706P
44993	AHCYP1
4791	HIST1H4L
29069	LRRC37A
18105	DEFB125
10103	RNU105B
20392	SULF2
17978	B3GALT6
45848	RN7SKP124
46740	RN7SL724P
1357	C8orf4
28972	ZC3H3
25530	HAUS2
15900	DEFB126
49184	HSPE1-MOB4
4502	PTGDR2
23880	OFD1P8Y
3091	DYRK1A
38020	IFIT6P
32308	FAM132A
44024	TRMT112P5
8787	PDE6C
44312	SNAP25-AS1
19073	THOC2
13410	TSPAN32
16206	DEFB127
10299	RPL10A
16651	MRPL45
46550	RN7SL534P
20259	ZBTB1
45004	ANTXRLP1
43079	RNA5SP179
16667	TMEM30A
25844	ZMAT4
24452	DCP2
31496	MIR107
13187	ZP1
24316	TACO1
14937	PIGS
18106	DEFB128
49095	CLSTN2-AS1
29323	WDFY4
356	AIM1
1565	ACKR2
43010	HIGD1AP15
32875	MIR619
47623	RNU6-660P
16218	DEFB129
1325	C4BPA
16555	RPL23AP6
10930	SLC17A2
6293	KCNN4
8775	PDE1B
47324	RNU6-361P
28669	C9orf96
33434	RNF215
23230	UBA5
40909	USP30-AS1
45170	LINC00865
16287	NFU1
16732	MCEE
33806	DEFB132
46156	RN7SL140P
9203	POMZP3
535	ANXA11
26190	MTMR14
47924	RNU6-961P
31459	SNRPD2P1
10982	SLC25A12
27033	SOWAHA
4774	HIST1H3J
4333	GLTSCR2
7764	NEUROG1
9806	RAD1
4516	GPR64
21100	QKI
37247	MEF2BNB
45867	RN7SKP143
4735	HIST1H2AM
28405	SUV420H2
17261	MOB4
10640	CXCL14
9625	PTMAP2
45647	RNU7-113P
43080	RNA5SP180
18235	EPN3
33563	SNORD124
25697	GSDMD
34057	RNY4P8
7599	MYO1E
33404	KRT18P35
9531	PSMA2
5140	HOXD9
43867	DCAF13P2
38789	HSFY5P
16386	OSBPL9
41376	RASA2-IT1
30319	MCF2L2
38753	USP9YP17
37685	YWHAQP6
47336	RNU6-373P
32724	SLC7A15P
24084	SHROOM1
19268	UBE2J2
47966	RNU6-1003P
19280	METTL17
49295	TPT1P3
19990	ANAPC4
42884	RNA5SP86
6855	MAP3K3
30451	SLC25A48
43344	RNA5SP444
46751	RN7SL735P
12303	TRIO
26679	MYOM3
45857	RN7SKP133
19412	ZMYND10
5139	HOXD8
15917	PLCB1
7213	MPHOSPH10
3126	EBF1
3980	FTH1P10
20920	PTPLAD2
6970	MDH1
2047	CLDN5
21602	TBC1D22B
16463	PRPF40A
17592	NDFIP1
15193	OR51D1
46261	RN7SL245P
10699	SEC14L2
43272	RNA5SP372
15194	OR51E1
23617	SLC35F5
45747	RN7SKP23
6267	KCNJ6
16970	FRS3
43341	RNA5SP441
20778	TUBB
15195	OR51E2
18412	ZDHHC17
43994	SUB1P4
4036	FYB
33006	SNORD114-18
10946	SLC20A1
44669	ANKRD66
46124	RN7SL108P
33007	SNORD114-19
735	ASAH1
41474	HS1BP3-IT1
3045	DSCR4
5434	IFNB1
33008	SNORD114-20
20028	PPIAP6
17896	PRPF19
33009	SNORD114-21
33010	SNORD114-22
14249	MMP26
33011	SNORD114-23
5448	IFNW1
38918	MIR3935
5424	IFNA21
34120	RNU7-24P
25239	ARSK
14372	SCYL1
47703	RNU6-740P
12820	REXO4
15533	SPRY4
47884	RNU6-921P
46240	RN7SL224P
5425	IFNA4
7404	MT1L
20049	BLZF2P
16707	DSCR8
7015	MEP1A
9987	RFXANK
5428	IFNA7
23343	HMGN1P3
20252	BANF1P1
37809	KRT16P4
26551	DZIP1L
7402	MT1JP
5418	IFNA10
2665	CD55
2736	DDX11
44330	SCML2P2
20131	ACTN1-AS1
39392	HMGN2P25
3024	DRD3
5421	IFNA16
47472	RNU6-509P
40088	ATP1B3-AS1
16805	PRICKLE4
12083	TRAJ51
12043	TRAJ15
7396	MT1DP
5422	IFNA17
47388	RNU6-425P
15196	OR51F1
3665	FGF1
948	BAIAP3
5420	IFNA14
29860	TBC1D3G
48257	RNU6-1294P
47891	RNU6-928P
15235	OR52R1
43345	RNA5SP445
5426	IFNA5
9199	POLR2L
9164	SEPT5
32890	MIR634
15197	OR51F2
15204	OR51S1
18732	KLHL9
48859	MTHFD2P1
14833	OR51H1P
16227	C20orf96
15205	OR51T1
46573	RN7SL557P
43442	LINC00502
5427	IFNA6
23660	CTGLF11P
15188	OR51A7
31126	DDX18P6
27020	FBXO36
4583	GRIK5
24412	CYCSP39
9857	RAP1B
29083	MFAP3L
46133	RN7SL117P
5419	IFNA13
15198	OR51G2
20596	SUPT20H
47198	RNU6-235P
23740	RPS27P1
44545	DLEC1P1
14738	OR51G1
37780	GAPDHP28
5423	IFNA2
48442	RNU1-100P
42375	HNRNPKP2
10776	SFRP1
44161	ACVR2B-AS1
23591	FAM25HP
12464	UBBP1
32968	KRT223P
45172	FAF2P1
42377	HNRNPKP4
45865	RN7SKP141
33493	SLC9A3P4
5429	IFNA8
5235	HSPA2
44546	DDTP1
2540	CTSLP2
5417	IFNA1
960	BAZ1A
36484	RPL6P9
33012	SNORD114-24
42903	RNA5SP105
33013	SNORD114-25
18163	IFNE
33014	SNORD114-26
26397	LYPD5
24380	COX6B2
21233	C6orf118
33015	SNORD114-27
43043	RNA5SP143
33016	SNORD114-28
40451	PLS1-AS1
13721	RCE1
5137	HOXD3
33017	SNORD114-29
45749	RN7SKP25
35607	RPL18AP7
34143	RNU7-47P
33018	SNORD114-30
7623	MYT1L
6261	KCNJ15
20097	PPP1R36
33019	SNORD114-31
10643	CXCL6
31872	MIR379
20007	DDX18P1
18647	RTN4IP1
32792	MIR411
20493	SETD3
31618	MIR299
8604	PAPSS2
23856	CDY12P
615	APOF
38151	TCEB1P15
24804	RUFY4
19785	RPL7AP6
42885	RNA5SP87
2545	CTSS
7413	MTAP
9181	POLH
31873	MIR380
2853	DGKG
8862	PF4V1
29200	PAIP2B
35376	MIR1197
14340	VPS29
31766	MIR323A
24640	EDRF1
33133	MIR758
6935	MCC
2985	DOC2A
19822	ADAM21P1
24876	GOLGA7
4602	CXCL1
28771	TMEM109
11716	TEAD3
11859	TSPAN4
45751	RN7SKP27
16230	ZCCHC3
9467	PRPSAP2
14795	OR51A4
8861	PF4
41975	PCNPP3
14764	OR51A2
11577	TAZ
35752	RPSAP52
7395	MT1CP
11198	SOX12
25807	SLC7A6OS
14759	OR51L1
11152	SNRPA1
14799	OR52J3
17929	AADAT
9240	PPBP
26945	MTFP1
14409	SLC25A19
14769	OR52E2
44629	DPPA2P4
3035	DSC1
29296	CCDC146
43262	RNA5SP362
11813	TIMELESS
8772	PDE10A
4758	HIST1H2BO
1509	CASP8
31525	MIR138-2
36348	RPS24P17
48057	RNU6-1094P
19580	OR52A5
36984	RPL18AP8
10642	CXCL5
30047	LIMS3
10790	SFSWAP
13966	OR2B2
42381	RCC2P5
43139	RNA5SP239
31092	TMEM132A
16000	ST7-AS1
8318	OR52A1
15672	ALG9
42387	CDV3P1
26417	SLC16A14
16229	NRSN2
16350	TPM3P1
19597	OR51V1
17925	TFCP2L1
4604	CXCL3
4315	GLE1
16044	ST7-AS2
4827	HBB
18919	KRTAP3-4P
19356	COPZ2
18920	KRTAP2-5P
20798	SLC35B1
8636	PC
4603	CXCL2
10410	RPS23
9908	RBMS1P1
4093	GAD2
46968	RNU4-32P
5138	HOXD4
23875	OFD1P3Y
45974	RN7SKP250
44508	PDCL3P7
21015	FILIP1
28223	FAM222A-AS1
45890	RN7SKP166
43569	TBC1D3P7
48735	OSBPL9P5
1701	CD81
48734	OSBPL9P4
24336	CPNE9
23831	C9orf53
8241	OR2B6
23849	CDY3P
19336	SHPRH
29021	CEP290
6289	KCNMB4
5132	HOXD1
38758	USP9YP22
3446	ERG
21481	LDHAL6B
37740	USP9YP4
25939	C17orf59
3048	DSG1
26171	C17orf70
23610	GLUD1P6
48350	SYNJ2BP-COX16
14006	TRPV6
6457	KRT41P
48544	RNU2-51P
18655	SEC14L3
20102	ADAM20P1
45001	DUSP8P2
4629	GSTA4
41737	MIR4497
45121	TNPO1P2
23654	BMS1P6
23628	GPR150
42453	PGAM1P6
7874	NOS2P2
43213	RNA5SP313
46457	RN7SL441P
31865	MTHFD2L
1787	CDKN2A
33771	SPDYE8P
38141	TCEB1P4
25639	C5orf22
28379	FAM81A
46785	RN7SL769P
18849	RBMY1A3P
14835	OR5BM1P
3757	FLOT1
31284	OR5AC4P
28451	TMEM108
48632	FZD10-AS1
16843	FRMPD2P1
13077	ZNF283
33313	POU5F1P7
14765	OR5H5P
25557	PRMT7
11390	AURKB
14753	OR5H3P
7506	MTX2
11020	SLC34A2
14763	OR5H4P
1162	FRA10AC1
11714	TEAD1
33844	GALNTL6
14771	OR5H7P
13323	HMGA1P3
13257	CLEC4A
45178	SDHCP3
35909	RPL31P49
31887	TTTY6B
2336	CR2
42389	UBFD1P1
5401	SP110
46403	RN7SL387P
25278	FAM71E2
48867	RPL38P4
18844	TTTY20
38594	TSPY23P
48944	WWP1P1
27938	C2orf70
37470	FAM197Y8
40828	ST3GAL6-AS1
38255	MIR548W
43305	RNA5SP405
30391	IFT172
23898	RBMY2UP
33566	HMGN2P3
37039	RPL29P25
49334	HSPE1P16
38750	RBMY1KP
38708	KRBOX1
38749	SDIM1
46626	RN7SL610P
101	ASIC3
47333	RNU6-370P
48947	PDLIM1P4
34252	RNU6-26P
21307	DSG4
23015	FAM20A
4243	GFRA1
25725	WDR75
4829	HBD
10059	TRIM38
3145	TRPV5
13700	IL22RA1
16228	TRIB3
24170	BRIX1
27952	LPP-AS2
11515	T
47622	RNU6-659P
40346	LPP-AS1
23653	BMS1P5
31615	MIR28
5966	IL11
42391	TPRG1-AS1
20283	KRT18P7
21750	C7orf34
41062	TPRG1-AS2
30755	C16orf82
46093	RN7SL77P
39335	HMGB3P32
37916	EEF1A1P38
32050	MIR329-1
32051	MIR329-2
6258	KCNJ12
31658	TMEM72
32084	MIR494
3601	FBLN2
38247	MIR1193
6029	IL9
6308	KEL
48190	RNU6-1227P
14739	OR6E1P
2536	CTSK
44548	DSTNP4
33664	MIR543
27551	IL21R-AS1
32085	MIR495
14175	TSR3
16482	TTTY5
33583	FAM138D
31782	MIR376C
43346	RNA5SP446
14035	MRPL32
32910	MIR654
39539	HNRNPA1P21
26166	ZNF574
14453	H2AFY2
17968	A4GNT
20944	SENP6
19417	ZNF404
1788	CDKN2B
29632	TMEM190
38522	TSPY22P
36721	RPL36AP48
47122	RNU6-159P
48204	RNU6-1241P
18584	IFNLR1
40533	PRMT5-AS1
4129	GALNT7
23891	RBMY2FP
44944	TPRKBP2
28574	PRR18
9059	PLCB4
33690	MIR944
42443	MTAPP2
31869	MIR376A1
46502	RN7SL486P
10354	RPL41
33636	MIR300
40886	LEPREL1-AS1
6716	LTBP3
31394	GTF2H2C
2653	CYP8B1
13155	ZNF80
40042	TMEM238
48072	RNU6-1109P
29587	RFESD
34264	RNU6-20P
17470	EPGN
49165	NMNAT1P3
6818	MALL
32404	LRRC37A2
38524	TTTY25P
13111	ZNF45
37973	GCNT1P3
46020	RN7SKP296
21102	SFT2D1
15594	DBR1
38101	TSPY21P
13826	DMRTA1
43347	RNA5SP447
7781	NFE2L1
10601	SCNN1D
20289	CSNK1A1L
26838	TIGIT
11000	SLC27A6
31930	ZNF662
45173	TNKS2-AS1
46772	RN7SL756P
39385	HMGN2P20
20364	PLEKHG3
38921	MIR548AA2
32802	MIR548D2
28091	ATP6AP1L
23402	SRP9P1
20627	SEC14L4
18068	SLC15A3
33617	SNORA38B
23026	GNPTG
15864	RBCK1
11812	TRIM24
48040	RNU6-1077P
37041	RPL36AP21
45189	RAB11AP2
45177	SDHCP2
4254	GGTA2P
4715	HIST1H1A
8061	NUMBL
36292	RPL17P41
4831	HBG1
35877	RPL36AP13
20055	PTTG4P
44532	MRPL40P1
4224	GDF9
45263	NTAN1P3
46074	RN7SL58P
20882	PAK1IP1
3313	ELAVL2
16483	TTTY6
48870	KRT43P
3050	DSG3
20793	RASSF4
1366	ADAMTS13
42886	RNA5SP88
48048	RNU6-1085P
47899	RNU6-936P
37469	FAM197Y7
38038	SEPT7P3
4766	HIST1H3A
48525	RNU2-32P
30751	USP32P2
27105	LINC00974
44897	UBE2V1P12
7163	MMP17
3489	ETS2
37927	EIF4A1P8
35257	MIR1185-1
27904	C17orf51
10071	RNF8
23793	MAGED4
38144	TCEB1P8
27581	KRT42P
35254	MIR1185-2
28226	GINS4
13070	ZNF277
20136	MIR381HG
31874	MIR381
26346	C16orf92
26992	SPNS2
14255	BRPF1
32533	MIR487B
32529	MIR539
37897	EEF1A1P24
21606	MPC1
33651	MIR889
32530	MIR544A
32591	SNORA6
32911	MIR655
23857	CDY13P
10107	SNORA62
26402	RFTN2
44553	NFU1P1
7849	NME1
42943	DNAJC27-AS1
46992	RNU4-56P
46427	RN7SL411P
29775	MRPS36P5
4781	HIST1H4A
21301	C6orf136
12953	ZNF165
26710	ENTPD3-AS1
29999	CDR2L
4789	HIST1H4B
13014	ZNF221
9216	POU3F3
26633	SLFN11
25110	FDXACB1
38760	USP9YP24
3049	DSG2
22195	HECW1
42450	PGAM1P3
10330	RPL28
39125	PRSS58
28330	TMEM167A
20813	ZSCAN16
36940	RPS6P20
25295	FAM57B
4440	GP1BB
9665	PTPRB
14501	MRPS9
13838	GPR123
12423	TULP1
22831	IQCA1P1
4776	HIST1H3B
31421	IZUMO3
27678	NT5DC4
7905	NPHP1
38791	HSFY7P
19030	GPR116
701	ARNTL
23881	OFD1P9Y
12940	ZNF155
17894	ZNF638
11592	TBX1
27828	TRIQK
40047	SEC14L6
8569	PCSK6
43276	RNA5SP376
30763	NR2C2AP
33134	MIR671
24808	TRAFD1
3043	PSMG1
31010	TUSC1
4734	HIST1H2AB
1041	BFSP2
418	ALDOC
30426	SRP68P2
28142	LIMD2
34406	CDC37P1
9213	POU2F2
1189	AHSA1
37038	RPL32P14
15829	ELOVL6
24969	NPRL2
41186	WDR86-AS1
46638	RN7SL622P
34528	TOMM6
30524	CCDC172
21700	RAD9B
35130	HSPD1P15
25834	CAAP1
35148	CCT6P4
9918	RBMY2BP
41609	MIR4721
5359	ICT1
41250	OSTN-AS1
12405	TTR
25839	GRHL3
5000	HMGB2
4670	GTPBP2
46872	RN7SL856P
38988	MIR3907
4751	HIST1H2BB
28456	LRFN4
46092	RN7SL76P
20952	TMEM14C
3479	ETF1P2
18261	NPLOC4
14184	UNKL
15955	SEZ6
10431	RPS6KA2
45946	RN7SKP222
25893	ZC3H10
43273	RNA5SP373
38103	SUCLA2P3
40234	FGF12-AS1
4832	HBG2
40468	PRKAG2-AS1
21020	QRSL1
41531	MIR4707
40235	FGF12-AS2
13503	ZBTB20
34040	TSPY7P
2334	CR1
40236	FGF12-AS3
6550	LECT2
26704	CCDC144B
47567	RNU6-604P
8806	PDHA1
41946	RNU1-20P
44929	HSPA8P14
34442	C11orf86
39804	MARK2P13
20078	USP49
32320	VEZF1P1
21411	AIFM2
16953	POSTN
48101	RNU6-1138P
23480	FOXK1
41281	ATP13A5-AS1
2465	NCAN
42425	YBX1P4
26353	RANBP3L
48009	RNU6-1046P
41095	ATP13A4-AS1
13509	AVEN
38042	SEPT7P6
10532	SAP30
31585	MIR208A
12467	UBBP4
37468	FAM197Y6
22573	FABP5P3
40421	OPA1-AS1
33669	MIR208B
4205	GCNT3
24240	GAL3ST1
3355	ENPEP
43342	RNA5SP442
46463	RN7SL447P
46415	RN7SL399P
46887	RN7SL871P
17306	TAF9B
18381	SYT12
32153	CCT8L1P
6327	KIN
19771	SNORD56B
48957	LINC01003
46699	RN7SL683P
9043	PLAA
3443	EREG
25903	ATAD1
43150	RNA5SP250
37155	MTRNR2L1
35253	MIR1301
21077	CMTR1
46827	RN7SL811P
19923	BRD7P1
39744	ATP5F1P3
11273	SPTAN1
929	B4GALT6
46861	RN7SL845P
29371	ITPRIPL1
37890	EEF1A1P17
48226	RNU6-1263P
15713	ANAPC5
48868	LINC00973
13024	ZNF230
22197	AP5Z1
4397	GNB1L
9286	PPP1R1A
49058	ACTG1P13
23582	NHP2P1
39727	LAMTOR3P2
651	AREG
39800	MARK2P9
47664	RNU6-701P
1691	CD6
43500	MIR5706
7546	MYBBP1A
20681	NBEAL1
4647	GTF2A2
31357	HAPLN4
46660	RN7SL644P
12213	TRBV3-2
46190	RN7SL174P
43090	RNA5SP190
34182	RNU5B-2P
29594	UQCRQ
36846	RPL5P10
4768	HIST1H3C
44558	EEF1GP3
